arm,noise_level,psnr
ircnn,low,35.1602
ircnn,low,34.1
ircnn,low,35.996
ircnn,low,34.9915
ircnn,low,36.071
ircnn,low,35.8766
ircnn,low,34.7242
ircnn,low,34.2077
ircnn,low,34.8015
ircnn,low,34.3578
ircnn,low,34.4758
ircnn,low,35.9986
ircnn,low,34.7724
ircnn,low,33.8433
ircnn,low,35.9514
ircnn,low,34.0763
ircnn,low,33.0087
ircnn,low,34.4524
ircnn,low,36.516
ircnn,low,34.0893
ircnn,low,33.8817
ircnn,low,35.4569
ircnn,low,35.5705
ircnn,low,34.0741
ircnn,low,34.2465
ircnn,low,35.9627
ircnn,low,35.5781
ircnn,low,35.0536
ircnn,low,35.8698
ircnn,low,36.0769
ircnn,low,36.1983
ircnn,low,36.2511
ircnn,low,35.7511
ircnn,low,35.7327
ircnn,low,35.4913
ircnn,low,33.647
ircnn,low,35.327
ircnn,low,35.1648
ircnn,low,35.2091
ircnn,low,34.8018
ircnn,low,33.614
ircnn,low,34.7044
ircnn,low,36.3513
ircnn,low,35.0513
ircnn,low,36.176
ircnn,low,35.1006
ircnn,low,35.1037
ircnn,low,34.4365
ircnn,low,36.1963
ircnn,low,37.1819
ircnn,low,34.0523
ircnn,low,34.1275
ircnn,low,35.9744
ircnn,low,35.9564
ircnn,low,34.4153
ircnn,low,37.022
ircnn,low,36.8079
ircnn,low,35.0336
ircnn,low,35.7406
ircnn,low,36.2315
ircnn,low,34.8525
ircnn,low,34.2437
ircnn,low,35.0722
ircnn,low,35.5555
ircnn,low,34.6892
ircnn,low,36.3946
ircnn,low,36.4457
ircnn,low,34.5212
ircnn,low,34.9052
ircnn,low,35.1601
ircnn,low,35.1485
ircnn,low,35.8779
ircnn,low,34.2905
ircnn,low,34.9573
ircnn,low,34.6536
ircnn,low,35.2874
ircnn,low,34.4384
ircnn,low,35.5828
ircnn,low,34.7173
ircnn,low,35.2167
ircnn,low,36.7928
ircnn,low,35.643
ircnn,low,34.8554
ircnn,low,34.5175
ircnn,low,36.3103
ircnn,low,34.7244
ircnn,low,34.8666
ircnn,low,34.5615
ircnn,low,35.0145
ircnn,low,35.5479
ircnn,low,36.4615
ircnn,low,36.329
ircnn,low,35.743
ircnn,low,35.9847
ircnn,low,34.6122
ircnn,low,32.6112
ircnn,low,34.8467
ircnn,low,34.3523
ircnn,low,34.4196
ircnn,low,36.1878
ircnn,low,35.9282
ircnn,low,35.8495
ircnn,low,35.7146
ircnn,low,35.2487
ircnn,low,34.125
ircnn,low,34.2225
ircnn,low,35.2721
ircnn,low,35.5282
ircnn,low,34.4754
ircnn,low,35.0806
ircnn,low,35.1169
ircnn,low,36.2308
ircnn,low,35.857
ircnn,low,35.5209
ircnn,low,36.7913
ircnn,low,36.0022
ircnn,low,36.1952
ircnn,low,34.4601
ircnn,low,33.9097
ircnn,low,34.5603
ircnn,low,36.27
ircnn,low,36.0803
ircnn,low,35.6015
ircnn,low,34.998
ircnn,low,34.5398
ircnn,low,34.8471
ircnn,low,34.6564
ircnn,low,37.3112
ircnn,low,35.158
ircnn,low,35.8264
drunet,low,33.6891
drunet,low,33.6092
drunet,low,32.9251
drunet,low,33.258
drunet,low,34.4456
drunet,low,33.88
drunet,low,34.0213
drunet,low,34.5719
drunet,low,33.1262
drunet,low,33.509
drunet,low,33.1403
drunet,low,33.6306
drunet,low,33.2364
drunet,low,35.0814
drunet,low,30.3067
drunet,low,33.5716
drunet,low,34.3281
drunet,low,33.7162
drunet,low,33.3304
drunet,low,33.4891
drunet,low,34.3088
drunet,low,34.2221
drunet,low,33.3329
drunet,low,33.9158
drunet,low,33.16
drunet,low,33.4531
drunet,low,32.4059
drunet,low,33.0149
drunet,low,33.7041
drunet,low,34.5932
drunet,low,33.8671
drunet,low,33.1759
drunet,low,33.2476
drunet,low,33.0317
drunet,low,31.9702
drunet,low,33.0998
drunet,low,33.0651
drunet,low,34.5543
drunet,low,33.1758
drunet,low,32.4313
drunet,low,34.2914
drunet,low,34.0455
drunet,low,32.5134
drunet,low,32.6179
drunet,low,33.4139
drunet,low,33.5379
drunet,low,35.376
drunet,low,32.2893
drunet,low,33.3895
drunet,low,33.1822
drunet,low,34.1881
drunet,low,33.7828
drunet,low,33.3247
drunet,low,32.2881
drunet,low,33.5541
drunet,low,33.4098
drunet,low,35.3017
drunet,low,34.1574
drunet,low,33.5889
drunet,low,34.1603
drunet,low,33.7315
drunet,low,32.8572
drunet,low,33.9135
drunet,low,33.3396
drunet,low,34.229
drunet,low,32.9723
drunet,low,33.3737
drunet,low,32.8849
drunet,low,33.1147
drunet,low,34.1149
drunet,low,33.6852
drunet,low,34.8009
drunet,low,35.2865
drunet,low,34.0746
drunet,low,35.0432
drunet,low,34.4103
drunet,low,33.6706
drunet,low,32.8265
drunet,low,34.5787
drunet,low,33.3027
drunet,low,35.0121
drunet,low,34.3644
drunet,low,33.227
drunet,low,33.1163
drunet,low,33.1052
drunet,low,33.0407
drunet,low,34.1969
drunet,low,33.9037
drunet,low,32.4572
drunet,low,34.3015
drunet,low,33.3831
drunet,low,32.3704
drunet,low,34.822
drunet,low,33.7388
drunet,low,33.691
drunet,low,33.0175
drunet,low,33.8568
drunet,low,33.1786
drunet,low,33.572
drunet,low,34.3894
drunet,low,34.4945
drunet,low,33.0832
drunet,low,32.4922
drunet,low,33.9435
drunet,low,32.9756
drunet,low,32.0652
drunet,low,33.4855
drunet,low,34.4063
drunet,low,33.422
drunet,low,33.5424
drunet,low,33.815
drunet,low,33.1822
drunet,low,32.6355
drunet,low,34.0005
drunet,low,34.081
drunet,low,33.7357
drunet,low,32.3147
drunet,low,34.4315
drunet,low,33.7082
drunet,low,34.1492
drunet,low,33.0078
drunet,low,33.6444
drunet,low,33.8684
drunet,low,33.4105
drunet,low,33.7159
drunet,low,32.4761
drunet,low,33.9884
drunet,low,34.0264
drunet,low,32.7009
drunet,low,33.1518
drunet,low,32.588
drunet,low,33.5045
drunet,low,33.4472
drunet,low,33.6411
drunet,low,34.027
drunet,low,33.2991
drunet,low,32.9667
drunet,low,33.1217
drunet,low,33.6638
drunet,low,32.7154
drunet,low,34.085
drunet,low,34.655
drunet,low,33.2823
drunet,low,34.4995
drunet,low,33.938
drunet,low,33.0178
drunet,low,33.1646
drunet,low,33.9209
drunet,low,34.2856
drunet,low,33.1457
drunet,low,34.4541
drunet,low,33.6358
drunet,low,33.1812
drunet,low,33.7666
drunet,low,35.0655
drunet,low,32.6547
drunet,low,33.6349
drunet,low,32.6497
drunet,low,33.1993
drunet,low,33.9467
drunet,low,34.8189
drunet,low,33.4458
drunet,low,33.5282
drunet,low,33.5373
drunet,low,34.2646
drunet,low,34.6164
drunet,low,33.1628
drunet,low,34.5138
drunet,low,33.4718
drunet,low,31.6571
drunet,low,33.156
drunet,low,33.7067
drunet,low,33.4225
drunet,low,34.0971
drunet,low,35.1024
drunet,low,33.193
drunet,low,33.6601
drunet,low,33.7822
drunet,low,34.5267
drunet,low,33.4706
drunet,low,32.9699
drunet,low,34.2193
drunet,low,34.0752
drunet,low,33.012
drunet,low,33.8211
drunet,low,33.5779
drunet,low,33.0601
drunet,low,33.1523
drunet,low,33.6953
drunet,low,33.363
drunet,low,33.6548
drunet,low,33.7019
drunet,low,36.2342
drunet,low,32.6599
drunet,low,33.9657
drunet,low,33.8175
drunet,low,33.6688
drunet,low,33.6681
drunet,low,34.117
drunet,low,32.9848
drunet,low,33.6484
drunet,low,33.4681
drunet,low,33.7165
drunet,low,33.4669
drunet,low,33.158
drunet,low,34.0173
drunet,low,34.4348
drunet,low,33.0698
drunet,low,33.3293
drunet,low,33.2333
drunet,low,33.6415
drunet,low,33.1836
drunet,low,33.6204
drunet,low,34.366
drunet,low,33.1904
drunet,low,34.4701
drunet,low,33.3863
drunet,low,35.3351
drunet,low,33.8602
drunet,low,33.6689
drunet,low,34.8019
drunet,low,33.5916
drunet,low,32.989
drunet,low,33.7821
drunet,low,33.3921
drunet,low,33.5136
drunet,low,34.338
drunet,low,33.5857
drunet,low,33.624
drunet,low,34.0118
drunet,low,33.4461
drunet,low,34.2727
drunet,low,34.052
drunet,low,33.7417
drunet,low,36.1207
drunet,low,34.2075
drunet,low,35.9092
drunet,low,35.7387
drunet,low,36.1847
drunet,low,35.1405
drunet,low,35.4563
drunet,low,34.7291
drunet,low,35.414
drunet,low,34.7905
drunet,low,32.5263
drunet,low,34.5501
drunet,low,35.3209
drunet,low,34.9199
drunet,low,35.512
drunet,low,36.0496
drunet,low,36.2751
drunet,low,32.6118
drunet,low,36.3308
drunet,low,35.6233
drunet,low,33.112
drunet,low,34.2235
drunet,low,33.969
drunet,low,35.0921
drunet,low,34.8879
drunet,low,35.2917
drunet,low,35.3731
drunet,low,31.7477
drunet,low,36.1609
drunet,low,36.1034
drunet,low,35.8306
drunet,low,35.9602
drunet,low,35.2909
drunet,low,34.2116
drunet,low,35.7028
drunet,low,35.1678
drunet,low,35.9509
drunet,low,34.5191
drunet,low,36.2435
drunet,low,36.3979
drunet,low,34.0054
drunet,low,34.4304
drunet,low,32.1874
drunet,low,35.3044
drunet,low,35.2555
drunet,low,34.85
drunet,low,34.4652
drunet,low,34.7349
drunet,low,34.3363
drunet,low,34.83
drunet,low,33.8704
drunet,low,36.1591
drunet,low,34.667
drunet,low,33.7932
drunet,low,35.8507
drunet,low,34.7318
drunet,low,36.0134
drunet,low,34.7532
drunet,low,32.6923
drunet,low,35.459
drunet,low,35.0354
drunet,low,34.6918
drunet,low,35.2398
drunet,low,34.3622
drunet,low,33.4072
drunet,low,33.9837
drunet,low,33.8519
drunet,low,32.7245
drunet,low,33.8446
drunet,low,34.6287
drunet,low,34.9914
drunet,low,35.6742
drunet,low,34.4302
drunet,low,34.471
drunet,low,33.7155
drunet,low,35.0076
drunet,low,32.9916
drunet,low,35.1408
drunet,low,34.2536
drunet,low,35.8482
drunet,low,33.1954
drunet,low,36.075
drunet,low,35.986
drunet,low,36.1966
drunet,low,35.9268
drunet,low,35.3517
drunet,low,35.7366
drunet,low,33.4637
drunet,low,34.6572
drunet,low,34.3165
drunet,low,33.9517
drunet,low,32.2094
drunet,low,34.8417
drunet,low,35.2022
drunet,low,35.6641
drunet,low,31.7295
drunet,low,37.0268
drunet,low,35.8432
drunet,low,35.9174
drunet,low,35.5517
drunet,low,35.9609
drunet,low,33.4738
drunet,low,35.8305
drunet,low,35.1304
drunet,low,36.0816
drunet,low,32.7674
drunet,low,35.4113
drunet,low,35.3405
drunet,low,35.0948
drunet,low,36.0281
drunet,low,36.2423
drunet,low,35.2014
drunet,low,34.091
drunet,low,35.2661
drunet,low,35.238
drunet,low,36.3275
drunet,low,36.2389
drunet,low,33.3179
drunet,low,36.0521
drunet,low,35.1392
drunet,low,36.4796
drunet,low,34.0273
drunet,low,35.3949
drunet,low,34.8476
drunet,low,35.6478
drunet,low,32.2546
drunet,low,35.9235
drunet,low,36.4008
drunet,low,35.9825
drunet,low,34.7332
drunet,low,36.241
drunet,low,33.3057
drunet,low,35.6713
drunet,low,32.5816
drunet,low,34.8905
drunet,low,32.6086
drunet,low,32.8787
drunet,low,35.0004
drunet,low,35.242
drunet,low,35.5747
drunet,low,34.9587
drunet,low,35.5506
drunet,low,34.4756
drunet,low,35.4686
drunet,low,32.2124
drunet,low,35.1882
drunet,low,36.1284
drunet,low,32.4077
drunet,low,34.5242
drunet,low,33.6116
drunet,low,31.9004
drunet,low,33.0243
drunet,low,35.4062
drunet,low,35.4457
drunet,low,32.3474
drunet,low,32.8399
drunet,low,34.0956
drunet,low,34.0695
drunet,low,35.7022
drunet,low,35.4157
drunet,low,35.3612
drunet,low,34.8611
drunet,low,33.8916
drunet,low,36.5408
drunet,low,36.275
drunet,low,34.6218
drunet,low,34.8669
drunet,low,32.8187
drunet,low,35.8307
drunet,low,35.1966
drunet,low,34.775
drunet,low,33.5211
drunet,low,36.2653
drunet,low,34.7003
drunet,low,34.8029
drunet,low,33.7783
drunet,low,32.8434
drunet,low,34.6111
drunet,low,35.4504
drunet,low,32.3721
drunet,low,36.2806
drunet,low,35.1906
drunet,low,36.1065
drunet,low,33.8454
drunet,low,35.8031
drunet,low,33.4158
drunet,low,35.793
drunet,low,35.3825
drunet,low,35.1496
drunet,low,35.9309
drunet,low,35.951
drunet,low,35.5383
drunet,low,36.8001
drunet,low,37.0189
drunet,low,36.0646
drunet,low,33.6329
drunet,low,35.8064
drunet,low,36.2072
drunet,low,35.922
drunet,low,35.2264
drunet,low,35.2818
drunet,low,34.3772
drunet,low,31.9913
drunet,low,35.1754
drunet,low,34.1303
drunet,low,35.1454
drunet,low,34.0561
drunet,low,33.2476
drunet,low,35.8583
drunet,low,35.5492
drunet,low,34.0793
drunet,low,35.5311
drunet,low,35.6072
drunet,low,36.0389
drunet,low,35.8071
drunet,low,33.298
drunet,low,34.6016
drunet,low,32.2143
drunet,low,34.3676
drunet,low,35.8042
drunet,low,34.3202
drunet,low,36.2208
drunet,low,33.1247
drunet,low,35.8704
drunet,low,35.6559
drunet,low,36.5515
drunet,low,35.1711
drunet,low,35.159
drunet,low,33.5399
drunet,low,35.842
drunet,low,35.162
drunet,low,35.7243
drunet,low,34.5965
drunet,low,34.6395
drunet,low,35.2939
drunet,low,35.9794
drunet,low,35.091
drunet,low,33.0248
drunet,low,33.0758
drunet,low,33.4718
drunet,low,34.0809
drunet,low,32.309
drunet,low,34.2739
drunet,low,34.3978
drunet,low,34.2761
drunet,low,33.7017
drunet,low,36.3619
drunet,low,34.7217
drunet,low,32.4896
drunet,low,35.1596
drunet,low,34.9447
drunet,low,35.1044
drunet,low,35.7051
drunet,low,34.4211
drunet,low,33.3912
drunet,low,34.7465
drunet,low,33.399
drunet,low,34.5116
drunet,low,34.0048
drunet,low,33.9949
drunet,low,34.0774
drunet,low,34.302
drunet,low,33.2878
drunet,low,32.8357
drunet,low,35.653
drunet,low,35.1427
drunet,low,34.4877
drunet,low,33.1599
drunet,low,34.5806
drunet,low,33.6609
drunet,low,33.6803
drunet,low,32.8237
drunet,low,33.7794
drunet,low,32.8251
drunet,low,34.5522
drunet,low,34.0417
drunet,low,32.3562
drunet,low,34.1259
drunet,low,34.618
drunet,low,33.157
drunet,low,32.5863
drunet,low,33.2522
drunet,low,33.7746
drunet,low,33.7061
drunet,low,32.3928
drunet,low,32.8426
drunet,low,34.4197
drunet,low,33.0341
drunet,low,35.4674
drunet,low,34.3399
drunet,low,34.1788
drunet,low,33.4742
drunet,low,34.7035
drunet,low,33.1482
drunet,low,33.263
drunet,low,33.6967
drunet,low,34.4798
drunet,low,33.5668
drunet,low,34.3425
drunet,low,33.2309
drunet,low,33.7188
drunet,low,33.0061
drunet,low,33.7339
drunet,low,34.0463
drunet,low,35.5496
drunet,low,33.0353
drunet,low,34.688
drunet,low,34.4294
drunet,low,33.8438
drunet,low,34.0505
drunet,low,32.8503
drunet,low,33.1555
drunet,low,33.3857
drunet,low,33.6282
drunet,low,33.5841
drunet,low,34.7417
drunet,low,34.7938
drunet,low,33.3216
drunet,low,33.8134
drunet,low,33.3418
drunet,low,34.2529
drunet,low,33.8367
drunet,low,33.9832
drunet,low,33.4319
drunet,low,33.8346
drunet,low,34.5349
drunet,low,33.6466
drunet,low,33.127
drunet,low,33.9153
drunet,low,35.1321
drunet,low,34.3204
drunet,low,33.8433
drunet,low,34.6973
drunet,low,33.9698
drunet,low,35.1449
drunet,low,33.6519
drunet,low,33.8927
drunet,low,35.4368
drunet,low,34.913
drunet,low,34.9867
drunet,low,35.3807
drunet,low,35.1139
drunet,low,34.5995
drunet,low,33.4652
drunet,low,32.5397
drunet,low,33.0198
drunet,low,33.976
drunet,low,33.0139
drunet,low,33.5599
drunet,low,33.6543
drunet,low,33.7215
drunet,low,33.5609
drunet,low,33.5122
drunet,low,34.37
drunet,low,33.7096
drunet,low,32.0318
drunet,low,33.5032
drunet,low,33.2285
drunet,low,33.1882
drunet,low,34.6083
drunet,low,34.4535
drunet,low,33.8241
drunet,low,34.4588
drunet,low,33.4144
drunet,low,34.2525
drunet,low,33.1075
drunet,low,35.5227
drunet,low,34.3416
drunet,low,34.1207
drunet,low,32.5143
drunet,low,33.9947
drunet,low,34.0212
drunet,low,34.0806
drunet,low,34.3858
drunet,low,33.4395
drunet,low,35.6836
drunet,low,34.3266
drunet,low,34.1368
drunet,low,34.114
drunet,low,34.4447
drunet,low,34.0662
drunet,low,34.1869
drunet,low,33.4027
drunet,low,34.59
drunet,low,34.2441
drunet,low,34.0843
drunet,low,33.2573
drunet,low,36.9507
drunet,low,34.088
drunet,low,32.9013
swinir,low,32.8303
swinir,low,31.8974
swinir,low,32.2669
swinir,low,32.831
swinir,low,32.9878
swinir,low,33.3466
swinir,low,33.3609
swinir,low,33.0361
swinir,low,31.6114
swinir,low,31.8767
swinir,low,32.52
swinir,low,32.4281
swinir,low,33.1624
swinir,low,33.8103
swinir,low,34.1758
swinir,low,32.3117
swinir,low,33.486
swinir,low,32.4424
swinir,low,32.668
swinir,low,33.2371
swinir,low,33.6592
swinir,low,32.3837
swinir,low,33.3938
swinir,low,32.5851
swinir,low,32.7107
swinir,low,33.0394
swinir,low,31.6896
swinir,low,32.1215
swinir,low,33.6099
swinir,low,32.953
swinir,low,32.3957
swinir,low,32.557
swinir,low,31.8863
swinir,low,31.8307
swinir,low,31.2701
swinir,low,33.1537
swinir,low,33.3887
swinir,low,34.0604
swinir,low,32.4503
swinir,low,31.1434
swinir,low,32.6946
swinir,low,33.3793
swinir,low,31.0694
swinir,low,32.8237
swinir,low,32.7553
swinir,low,32.0594
swinir,low,34.2674
swinir,low,31.4551
swinir,low,32.282
swinir,low,32.539
swinir,low,32.0798
swinir,low,33.4062
swinir,low,32.8915
swinir,low,32.5818
swinir,low,33.1159
swinir,low,33.5428
swinir,low,33.9206
swinir,low,32.5498
swinir,low,32.3442
swinir,low,32.4732
swinir,low,33.3885
swinir,low,33.2876
swinir,low,32.9043
swinir,low,32.0785
swinir,low,32.7053
swinir,low,31.0249
swinir,low,31.6895
swinir,low,31.6935
swinir,low,31.6224
swinir,low,32.4638
swinir,low,33.8105
swinir,low,34.4364
swinir,low,33.1235
swinir,low,33.834
swinir,low,33.6317
swinir,low,32.2861
swinir,low,32.1576
swinir,low,32.1209
swinir,low,33.2454
swinir,low,32.279
swinir,low,33.9341
swinir,low,33.1074
swinir,low,31.9226
swinir,low,31.9689
swinir,low,32.4444
swinir,low,34.5647
swinir,low,32.2739
swinir,low,32.8718
swinir,low,32.2385
swinir,low,32.669
swinir,low,32.8264
swinir,low,32.1674
swinir,low,34.0547
swinir,low,32.2215
swinir,low,32.7911
swinir,low,32.212
swinir,low,32.1442
swinir,low,31.5994
swinir,low,31.4653
swinir,low,32.7579
swinir,low,32.7776
swinir,low,31.861
swinir,low,33.0819
swinir,low,32.6247
swinir,low,31.9972
swinir,low,33.2938
swinir,low,32.7967
swinir,low,32.3983
swinir,low,31.9387
swinir,low,32.7087
swinir,low,33.1377
swinir,low,33.2735
swinir,low,31.3927
swinir,low,32.0142
swinir,low,32.239
swinir,low,31.9055
swinir,low,31.4448
swinir,low,33.174
swinir,low,32.3098
swinir,low,33.9619
swinir,low,32.9614
swinir,low,33.1331
swinir,low,33.0748
swinir,low,33.083
swinir,low,32.695
swinir,low,32.189
swinir,low,33.4972
swinir,low,32.1199
swinir,low,31.8642
swinir,low,32.8166
swinir,low,32.5723
swinir,low,32.0842
swinir,low,31.8868
swinir,low,32.5312
swinir,low,33.4339
swinir,low,33.0915
swinir,low,32.1401
swinir,low,31.7754
swinir,low,32.8703
swinir,low,31.2554
swinir,low,32.2043
swinir,low,33.2368
swinir,low,31.69
swinir,low,33.3372
swinir,low,32.0496
swinir,low,31.6421
swinir,low,31.8432
swinir,low,32.2971
swinir,low,33.1103
swinir,low,32.0577
swinir,low,33.003
swinir,low,32.3315
swinir,low,31.8538
swinir,low,32.7155
swinir,low,33.8776
swinir,low,32.1282
swinir,low,32.1081
swinir,low,33.0297
swinir,low,32.1952
swinir,low,33.5863
swinir,low,34.1068
swinir,low,33.0948
swinir,low,32.8757
swinir,low,33.2487
swinir,low,34.3598
swinir,low,34.2216
swinir,low,33.9933
swinir,low,32.56
swinir,low,32.2043
swinir,low,30.0806
swinir,low,32.212
swinir,low,32.8475
swinir,low,32.6468
swinir,low,32.7806
swinir,low,33.3683
swinir,low,32.8073
swinir,low,32.9115
swinir,low,32.0267
swinir,low,32.2057
swinir,low,32.1856
swinir,low,30.9815
swinir,low,33.1265
swinir,low,33.4453
swinir,low,32.999
swinir,low,32.4814
swinir,low,33.1379
swinir,low,32.0325
swinir,low,33.5356
swinir,low,33.7523
swinir,low,33.1151
swinir,low,31.7259
swinir,low,32.8708
swinir,low,34.12
swinir,low,31.8918
swinir,low,31.915
swinir,low,32.2206
swinir,low,32.8145
swinir,low,32.4731
swinir,low,33.8839
swinir,low,31.512
swinir,low,32.7318
swinir,low,33.0382
swinir,low,32.6457
swinir,low,32.7142
swinir,low,31.7823
swinir,low,33.7469
swinir,low,33.9682
swinir,low,33.7055
swinir,low,32.3547
swinir,low,31.9413
swinir,low,32.3255
swinir,low,32.6233
swinir,low,33.4182
swinir,low,32.7555
swinir,low,32.9006
swinir,low,32.9923
swinir,low,31.9273
swinir,low,33.37
swinir,low,32.7231
swinir,low,32.3444
swinir,low,34.2992
swinir,low,32.7999
swinir,low,32.4862
swinir,low,32.618
swinir,low,32.5774
swinir,low,31.1987
swinir,low,33.4357
swinir,low,31.6973
swinir,low,33.6121
swinir,low,31.5457
swinir,low,32.1859
swinir,low,32.6716
swinir,low,33.5138
swinir,low,33.3157
swinir,low,34.1706
swinir,low,32.3281
swinir,low,33.7666
swinir,low,33.8657
swinir,low,34.602
swinir,low,33.7808
swinir,low,33.7398
swinir,low,33.2733
swinir,low,33.7492
swinir,low,33.0217
swinir,low,32.7953
swinir,low,33.0232
swinir,low,33.2722
swinir,low,32.8898
swinir,low,34.2004
swinir,low,34.6056
swinir,low,34.1805
swinir,low,32.9556
swinir,low,34.2203
swinir,low,33.8213
swinir,low,32.8382
swinir,low,33.3311
swinir,low,32.9235
swinir,low,33.9986
swinir,low,33.8237
swinir,low,34.1791
swinir,low,34.145
swinir,low,32.7293
swinir,low,34.633
swinir,low,34.6097
swinir,low,34.897
swinir,low,34.5658
swinir,low,34.1675
swinir,low,33.6261
swinir,low,34.2931
swinir,low,33.8817
swinir,low,34.283
swinir,low,33.8996
swinir,low,34.6342
swinir,low,34.3426
swinir,low,33.1562
swinir,low,32.428
swinir,low,32.4019
swinir,low,33.3798
swinir,low,33.9021
swinir,low,33.4988
swinir,low,34.0971
swinir,low,33.5606
swinir,low,33.0015
swinir,low,33.5794
swinir,low,33.0734
swinir,low,34.6362
swinir,low,33.3044
swinir,low,33.5728
swinir,low,34.2864
swinir,low,33.3411
swinir,low,34.2572
swinir,low,33.4905
swinir,low,33.6174
swinir,low,34.2944
swinir,low,33.8516
swinir,low,33.4014
swinir,low,33.9663
swinir,low,33.6085
swinir,low,31.8599
swinir,low,32.256
swinir,low,32.3511
swinir,low,32.3419
swinir,low,33.0884
swinir,low,33.0411
swinir,low,34.1687
swinir,low,34.1861
swinir,low,33.4357
swinir,low,33.5635
swinir,low,33.5855
swinir,low,33.1372
swinir,low,32.0345
swinir,low,33.4409
swinir,low,32.5461
swinir,low,34.1317
swinir,low,33.3571
swinir,low,34.5894
swinir,low,34.2936
swinir,low,34.2894
swinir,low,33.6984
swinir,low,33.718
swinir,low,34.1431
swinir,low,31.9377
swinir,low,33.3126
swinir,low,33.1543
swinir,low,32.7614
swinir,low,32.5934
swinir,low,33.2394
swinir,low,33.549
swinir,low,33.6777
swinir,low,34.282
swinir,low,34.5742
swinir,low,34.1527
swinir,low,34.5888
swinir,low,34.6368
swinir,low,34.4339
swinir,low,33.2997
swinir,low,34.2221
swinir,low,33.6259
swinir,low,34.0881
swinir,low,33.1305
swinir,low,34.1387
swinir,low,33.8265
swinir,low,33.9994
swinir,low,34.08
swinir,low,34.4328
swinir,low,33.5826
swinir,low,32.71
swinir,low,33.9982
swinir,low,33.5633
swinir,low,34.7133
swinir,low,34.6716
swinir,low,32.905
swinir,low,33.9696
swinir,low,33.716
swinir,low,34.6851
swinir,low,34.4791
swinir,low,33.8761
swinir,low,34.1462
swinir,low,34.2572
swinir,low,34.0735
swinir,low,33.8537
swinir,low,34.374
swinir,low,34.469
swinir,low,33.1775
swinir,low,34.3451
swinir,low,32.135
swinir,low,34.2661
swinir,low,33.8621
swinir,low,33.9384
swinir,low,33.0661
swinir,low,31.7609
swinir,low,33.555
swinir,low,33.2944
swinir,low,34.0444
swinir,low,32.9597
swinir,low,33.4853
swinir,low,32.8831
swinir,low,33.4738
swinir,low,33.432
swinir,low,33.6974
swinir,low,34.123
swinir,low,32.4901
swinir,low,33.2288
swinir,low,32.5279
swinir,low,32.6792
swinir,low,32.3755
swinir,low,34.3369
swinir,low,34.0053
swinir,low,33.259
swinir,low,32.7969
swinir,low,33.5775
swinir,low,32.9457
swinir,low,34.0177
swinir,low,33.7204
swinir,low,34.0495
swinir,low,33.9648
swinir,low,32.6772
swinir,low,34.7883
swinir,low,34.4928
swinir,low,33.0831
swinir,low,32.9403
swinir,low,32.7018
swinir,low,34.2399
swinir,low,33.3831
swinir,low,33.4159
swinir,low,34.1273
swinir,low,34.4991
swinir,low,33.3552
swinir,low,33.3085
swinir,low,32.7963
swinir,low,32.3491
swinir,low,33.3427
swinir,low,34.0955
swinir,low,32.6359
swinir,low,34.3443
swinir,low,33.7999
swinir,low,34.7506
swinir,low,34.4386
swinir,low,33.8419
swinir,low,33.5883
swinir,low,33.5418
swinir,low,32.8231
swinir,low,33.519
